NSN;Price;common_name
5120-01-024-6145;6.25;Metric Socket (Regular Length)
5120-01-024-6146;6.09;Metric Socket (Regular Length)
5120-01-024-6147;6.07;Metric Socket (Regular Length)
5120-01-024-6148;6.23;Metric Socket (Regular Length)
5120-01-024-6149;6.42;Metric Socket (Regular Length)
5120-01-024-6150;5.84;Metric Socket (Regular Length)
5120-01-024-6151;5.66;Metric Socket (Regular Length)
5120-01-025-0198;16.62;Metric Socket (Regular Length)
5120-01-025-0206;16.61;Flare Nut Wrench (Double Head)
5120-01-026-4686;5.58;Metric Socket (Regular Length)
5120-01-026-4687;5.32;Metric Socket (Regular Length)
5120-01-026-4688;5.61;Metric Socket (Regular Length)
5120-01-028-7102;47.33;Pliers (Flat/Duck Bill Nose)
5120-01-028-8539;8.9;Metric Socket (Regular Length)
5120-01-028-8540;12.55;Metric Socket (Long Length)
5120-01-032-7496;18.53;Blacksmith's/Engineer's Hammer (Dead Blow)
5120-01-033-2134;13.99;Screwdriver Set
5120-01-034-6884;5.47;Machinist's Scriber (Double Point)
5120-01-034-8231;256.1;General Mechanic's Tool Set
5120-01-035-3345;6.67;Screwdriver (Phillips)
5120-01-036-6929;4.68;Electrical Contact Tool (Installing and Removing)
5120-01-037-4744;181.33;Torque Wrench (Indicating)
5120-01-040-6140;4.99;Scratch Awl
5120-01-041-1613;4.54;Punches (Center)
5120-01-042-0982;209.01;Torque Wrench
5120-01-043-8489;10;Oil Filter Wrench
5120-01-043-8491;11.78;Screwdriver Bit Socket Blade (Hi-Torque)
5120-01-045-4884;1.65;Metric Socket (Regular Length)
5120-01-045-4885;2.9;Metric Socket (Regular Length)
5120-01-045-4887;15.6;Hex Key (Metric)
5120-01-045-4888;0.16;Hex Key (Metric)
5120-01-045-4889;0.21;Hex Key (Metric)
5120-01-045-4892;0.86;Hex Key (Metric)
5120-01-045-4895;1.06;Hex Key (Metric)
5120-01-045-4898;5.06;Hex Key (Metric)
5120-01-045-4899;7.95;Hex Key (Metric)
5120-01-045-4902;5.15;Combination Wrench (Box and Open End)
5120-01-045-4904;6.82;Combination Wrench (Box and Open End)
5120-01-045-4907;5.14;Combination Wrench (Box and Open End)
5120-01-045-4908;13.61;Combination Wrench (Box and Open End)
5120-01-045-4909;11.29;Combination Wrench (Box and Open End)
5120-01-045-4910;12.54;Combination Wrench (Box and Open End)
5120-01-045-4911;13.8;Combination Wrench (Box and Open End)
5120-01-045-4912;5.63;Combination Wrench (Box and Open End)
5120-01-046-4938;8.71;Metric Socket (Regular Length)
5120-01-046-4951;6.85;Combination Wrench (Box and Open End)
5120-01-046-4979;132.15;Combination Wrench Set (Box and Open End)
5120-01-046-5079;29.94;Hex Key Set (Metric)
5120-01-053-4159;10.78;Socket Screwdriver Bit (Hex)
5120-01-054-7126;4.01;Combination Wrench (Box and Open End)
5120-01-054-7127;4.47;Combination Wrench (Box and Open End)
5120-01-054-7130;7.92;Combination Wrench (Box and Open End)
5120-01-054-7131;4.26;Combination Wrench (Box and Open End)
5120-01-054-7133;5.51;Combination Wrench (Box and Open End)
5120-01-054-7135;12.54;Combination Wrench (Box and Open End)
5120-01-054-7136;6.72;Combination Wrench (Box and Open End)
5120-01-054-7138;28.63;Combination Wrench (Box and Open End)
5120-01-054-7139;33.19;Combination Wrench (Box and Open End)
5120-01-054-7141;21.38;Combination Wrench (Box and Open End)
5120-01-056-7444;19.49;Retaining Ring Pliers (External)
5120-01-063-2490;40.45;Socket Screwdriver Bit (Hex)
5120-01-063-4004;28.54;Socket Head Screw Key Set
5120-01-065-2211;37.1;Blacksmith's/Engineer's Hammer (Dead Blow)
5120-01-065-3236;3.03;Sockets (Spline)
5120-01-065-9037;29.4;Hammer (Soft Face)(Dead Blow)
5120-01-066-7516;3.42;Sockets (Spline)
5120-01-067-4009;11.85;Pry Bar (Rolling Head)
5120-01-067-5011;48.49;Socket Set (Metric)
5120-01-067-5016;346.83;Combination Wrench Set (Box and Open End)
5120-01-068-5645;5.15;Open End Wrench (Double Head)
5120-01-069-5686;43.19;Claw Hammer (Straight Claw)
5120-01-070-4540;35.73;Ball Peen Hammer (Dead Blow)
5120-01-070-4541;49.65;Ball Peen Hammer (Steel Handle)
5120-01-070-4542;37.67;Ball Peen Hammer (Dead Blow)
5120-01-070-8386;72.65;Lug Nut Wrench
5120-01-071-5356;20.61;Hammer (Soft Face)(Dead Blow)
5120-01-072-2954;63.15;Open End Wrench (Double Head)
5120-01-072-7987;15.49;Hammer (Soft Face)(Dead Blow)
5120-01-073-4745;6.93;Metric Socket (Long Length)
5120-01-074-6572;17.27;Torque Adapter Wrench
5120-01-074-6573;26.91;Torque Adapter Wrench
5120-01-074-7558;28.71;Crowfoot Wrench (Open End)
5120-01-076-2386;6.11;Box Wrench (Double Head, Ratchet)
5120-01-078-1922;93.15;Valve Seat Lapping Tool Jig
5120-01-079-8024;4.06;Combination Wrench (Box and Open End)
5120-01-079-8032;13.83;Socket Screwdriver Bit (Hex)
5120-01-079-8043;5.32;Screwdriver Bit (Hex Tip)
5120-01-079-8044;8.74;Screwdriver Bit (Hex Tip)
5120-01-079-8045;5.32;Screwdriver Bit (Hex Tip)
5120-01-080-6534;4.68;Metric Socket (Regular Length)
5120-01-080-8378;34;Retaining Ring Pliers Set (Replaceable Tip)
5120-01-083-2923;18.45;Handle Lapping Tool
5120-01-083-6729;29.89;Hex Key Set (Spline)
5120-01-083-6730;2.64;Contact Burnisher
5120-01-084-3298;15.75;Wheel Stud Nut Handle Wrench
5120-01-086-1602;192.04;Spanner Wrench
5120-01-086-8472;556.08;Vehicle Track Connection Tool
5120-01-087-3616;10.78;Hex Key Set (Metric)
5120-01-088-0065;49.75;Seat Ring Wrench
5120-01-090-9319;23.98;Axle Nut Sockets
5120-01-095-7820;25.46;Bar Handle
5120-01-097-4520;18.75;Hammer (Soft Face)(Dead Blow)
5120-01-097-5219;23.72;Terminal Junction Block Remover
5120-01-101-1193;12.11;Open End Wrench (Double Head)
5120-01-101-4630;24.2;Combination Wrench (Box and Open End)
5120-01-101-6683;29.82;Terminal Crimping Tool
5120-01-103-2495;15.14;Adjustable Wrench (Crescent)
5120-01-104-0695;540.86;Torque Wrench (Indicating)
5120-01-104-3144;10.31;Screwdriver Bit (Square)
5120-01-105-2029;27.6;Box Wrench
5120-01-108-9649;9.13;Vise Grip Pliers (Long Nose)
5120-01-109-4788;6.14;Tap & Reamer Wrench
5120-01-110-3531;4.94;Screwdriver (Phillips)
5120-01-111-1125;5.59;Electrical Contact Tool (Installing and Removing)
5120-01-112-0546;4.57;Metric Socket (Long Length)
5120-01-112-0564;2.9;Metric Socket (Regular Length)
5120-01-112-0566;7.67;Metric Socket (Long Length)
5120-01-112-0568;11.48;Metric Socket (Long Length)
5120-01-112-0571;12.14;Metric Socket (Long Length)
5120-01-112-0572;13.23;Metric Socket (Long Length)
5120-01-112-0576;11.03;Metric Socket (Long Length)
5120-01-112-0579;4.62;Metric Socket (Regular Length)
5120-01-112-0580;4.68;Metric Socket (Regular Length)
5120-01-112-2863;16.85;Combination Wrench (Box & Open End)
5120-01-112-5031;28.8;Wire Twister Pliers
5120-01-112-8310;4.3;Metric Socket (Regular Length)
5120-01-112-8322;2.23;Metric Socket (Regular Length)
5120-01-112-8345;9.6;Claw Hammer (Straight Claw)
5120-01-112-8349;36.33;Claw Hammer (Curved Claw)
5120-01-112-8350;25.21;Claw Hammer (Curved Claw)
5120-01-112-8351;20.63;Claw Hammer (Curved Claw)
5120-01-112-8352;21.95;Claw Hammer (Curved Claw)
5120-01-113-0116;6.41;Screwdriver (Pozidriv)
5120-01-113-1544;537.57;Installation Tool Kit
5120-01-113-1575;4.14;Screwdriver (Pozidriv)
5120-01-113-6280;5.4;Metric Socket (Long Length)
5120-01-113-6352;18.05;Pliers (Round Nose)
5120-01-113-7134;4.58;Combination Wrench (Box and Open End)
5120-01-113-7149;10.43;Screwdriver (Pozidriv)
5120-01-113-9553;11.25;Metric Socket (Long Length)
5120-01-113-9564;626.32;Torque Wrench
5120-01-115-1138;5.41;Metric Socket (Regular Length)
5120-01-115-1140;5.51;Metric Socket (Regular Length)
5120-01-115-1141;5.39;Metric Socket (Regular Length)
5120-01-115-1142;5.56;Metric Socket (Regular Length)
5120-01-115-6873;28.06;Screwdriver Set
5120-01-115-8154;78.17;Mechanical Puller
5120-01-115-9166;5.41;Metric Socket (Regular Length)
5120-01-115-9169;26.65;Socket Set (Metric, Long Length)
5120-01-116-6034;6.23;Metric Socket (Regular Length)
5120-01-116-6996;12.93;Rubber Mallet
5120-01-117-4979;6.37;Electrical Contact Remover
5120-01-117-7856;3756.35;Mechanical Puller
5120-01-118-6275;3.56;Offset Screwdriver (Flat Tip)
5120-01-118-9968;1.64;Screwdriver Bit (Hex Tip)
5120-01-119-0010;132.89;Combination Wrench Set (Box and Open End)
5120-01-119-6372;2;Alignment Tool (Electronic Equipment)
5120-01-120-8721;194.74;Crimping Tool (Pliers Style)
5120-01-121-4981;32.65;Socket Wrench Attachment
5120-01-121-5023;2.94;Spring Clamp
5120-01-122-8359;8.56;Crowfoot Wrench (Open End)
5120-01-122-8360;197.79;Combination Wrench (Box and Open End)
5120-01-123-1122;161.13;Torque Wrench (Indicating)
5120-01-125-5190;209.01;Torque Wrench
5120-01-126-3262;62.21;Seat Lapping Tool Extension
5120-01-127-1127;707.93;Coupling Wrench
5120-01-127-6857;11.5;Adjustable Wrench (Crescent)
5120-01-127-6869;3.72;Alignment Tool (Electronic Equipment)
5120-01-129-2138;99.33;Socket Wrench
5120-01-130-8880;630.73;Torque Wrench (Setting)
5120-01-131-4467;251.37;Torque Wrench (Dial)
5120-01-132-4038;7.06;Combination Wrench (Box and Open End)
5120-01-134-4362;225.87;Torque Wrench (Indicating)
5120-01-134-9422;13.29;Wrench
5120-01-135-2993;9.36;Jeweler's Screwdriver Set
5120-01-140-4498;22.92;Screw Extractor
5120-01-141-4612;114.19;Front Sight Base Adjusting Tool
5120-01-142-9857;116.69;Torque Wrench
5120-01-143-9317;35.16;Machine Gun Combination Tool
5120-01-144-5324;18.3;Wheel bearing locknut socket
5120-01-146-8096;222.27;Hand Jack (Hydraulic)
5120-01-147-3593;11.79;Vise Grip Pliers (Curved Jaw)
5120-01-148-5455;11.13;Vise Grip Pliers (Long Nose)
5120-01-149-6673;0.82;Hex Key (Ball End)
5120-01-149-6678;164.57;Socket Set (Standard, Long Length)
5120-01-151-1803;0.58;Hex Key (Ball End)
5120-01-151-1804;1.21;Hex Key (Ball End)
5120-01-151-5424;0.54;Hex Key (Ball End)
5120-01-154-3598;73.73;Screwdriver
5120-01-156-7296;8.81;Tire Lug Nut Wrench
5120-01-158-6616;750.81;Captive Screw Nose Assembly
5120-01-159-4362;914.32;Fastener Removal Nose Assembly
5120-01-160-1025;108.31;Valve Seat Ring Wrench
5120-01-160-5027;72.82;Spanner Wrench
5120-01-161-1918;3.44;Nut Driver (Blade)
5120-01-161-1919;3.44;Nut Driver (Blade)
5120-01-161-1920;3.44;Nut Driver (Blade)
5120-01-161-1947;5.32;Screwdriver Bit (Hex Tip)
5120-01-161-4539;3.44;Nut Driver (Blade)
5120-01-161-4540;3.44;Nut Driver (Blade)
5120-01-161-4541;3.44;Nut Driver (Blade)
5120-01-161-4542;7.74;Screwdriver Bit (Hex Tip)
5120-01-161-4543;5.32;Screwdriver Bit (Hex Tip)
5120-01-162-0327;3.44;Nut Driver (Blade)
5120-01-162-0328;3.44;Nut Driver (Blade)
5120-01-163-0016;70.47;Extension
5120-01-167-1667;37.78;Screwdriver Set (Torx)
5120-01-167-2246;810.22;Lifting Tool
5120-01-167-2289;395.53;Spanner Wrench
5120-01-168-1131;3.06;Screwdriver (Torx)
5120-01-168-1133;3.95;Screwdriver (Torx)
5120-01-168-1134;5.96;Screwdriver (Torx)
5120-01-168-1135;0.91;Screwdriver Bit (Torx)
5120-01-168-1306;28.28;Socket Screwdriver Bit Set (Hex Tip)
5120-01-168-9451;205.65;Torque Wrench
5120-01-168-9478;41.59;Blacksmith's/Engineer's Hammer (Sledge)
5120-01-168-9569;3.96;Screwdriver (Torx)
5120-01-168-9570;0.92;Screwdriver Bit (Torx)
5120-01-169-6186;55.11;Metric Socket (Regular Length)
5120-01-170-4443;3.79;Socket Screwdriver Bit (Torx)
5120-01-170-4444;3.03;Socket Screwdriver Bit (Torx)
5120-01-170-4446;4.48;Socket Screwdriver Bit (Torx)
5120-01-170-4447;4.97;Socket Screwdriver Bit (Torx)
5120-01-170-4448;4.3;Socket Screwdriver Bit (Torx)
5120-01-170-4449;5.24;Socket Screwdriver Bit (Torx)
5120-01-170-5088;67.42;Face Spanner Socket Wrench
5120-01-171-2873;3.79;Socket Screwdriver Bit (Torx)
5120-01-172-8079;15.41;Load Tightener
5120-01-173-6247;175.09;Torque Wrench (Setting)
5120-01-175-7134;49.54;Spanner Wrench
5120-01-177-0816;4.3;Screwdriver (Torx)
5120-01-178-0699;24.05;Socket Screwdriver Bit Set (Hex Tip)
5120-01-178-6342;40.66;Screwdriver Bit Socket Set (Torx Tip)
5120-01-180-4606;321.24;Spanner Wrench
5120-01-181-5622;9.91;Box Wrench (Double Head)
5120-01-184-0130;174.87;Crimping Tool (Die)
5120-01-184-0131;214.63;Crimping Tool (Die)
5120-01-184-7992;201.09;Crimping Tool (Die)
5120-01-187-8434;89.7;Socket Screwdriver Bit Set (Hex Tip)
5120-01-187-9389;3.11;Punches (Pin)
5120-01-190-9423;108.31;Valve Seat Ring Wrench
5120-01-195-0640;24.27;Socket Screwdriver Bit Set (Hex Tip)
5120-01-197-6721;9.77;Oil Filter Wrench
5120-01-198-7052;4.2;Nut Driver (Blade)
5120-01-208-4532;1008.15;Tube Flaring Tool (Hand)
5120-01-209-6515;15.61;Mechanical Puller (Jaw)
5120-01-214-8704;108.75;Box Wrench
5120-01-215-9383;433.43;Retrieval Tool
5120-01-224-4876;126.04;Combination Wrench (Box and Open End)
5120-01-227-3173;58.61;Electrical Contact Tool (Installing)
5120-01-229-9134;83.75;Spanner Wrench
5120-01-230-0083;0.54;Hex Key (Ball End)
5120-01-230-1506;101.02;Electrical Contact Tool (Installing)
5120-01-230-1507;116.25;Electrical Contact Tool (Removing)
5120-01-230-1510;2.44;Screw Extractor
5120-01-231-5725;12.29;Pipe Wrench (Strap Type)
5120-01-232-0023;39.32;Terminal Junction Block Remover
5120-01-233-9508;14.37;Socket Wrench Handle
5120-01-235-5425;6.76;Electrical Contact Tool (Installing and Removing)
5120-01-242-1041;68.8;Crimping Tool (Positioner)
5120-01-242-1514;776.79;Socket Set (Standard, Mixed)
5120-01-242-7218;22.1;Socket Wrench (Sliding T-Handle)
5120-01-242-7224;4.28;Open End Wrench (Double Head)
5120-01-256-9916;444.16;Tee Wrench
5120-01-263-2308;13.38;Putty Knife
5120-01-264-6123;19.81;Combination Wrench (Box and Open End)
5120-01-265-3846;1.9;Hex Key (Screwdriver Type)
5120-01-266-1950;3.64;Screwdriver (Torx)
5120-01-266-7519;2.61;Screwdriver (Torx)
5120-01-271-8049;9.13;Vise Grip Pliers (Long Nose)
5120-01-277-5646;218.2;Hand Jack (Hydraulic)
5120-01-278-8257;5.59;Inspection Mirror
5120-01-279-4788;108.98;Open End Wrench
5120-01-283-0320;984.89;Blind Riveter (Manual)
5120-01-289-4310;30.15;Blind Riveter (Manual, Heavy Duty)
5120-01-290-8231;5.77;Screwdriver (Phillips)
5120-01-292-9849;40.66;Socket Wrench
5120-01-296-4235;2880.55;Torque Wrench Multiplier
5120-01-300-1152;4.68;Screwdriver (Phillips)
5120-01-300-1363;12.33;Combination Wrench (Box and Open End)
5120-01-302-2819;4.08;Electrical Contact Remover
5120-01-302-8232;54.29;Socket Screwdriver Bit (Hex)
5120-01-307-5143;61.45;Wire Twister Pliers
5120-01-312-1263;16.39;Socket Wrench Size Adapter
5120-01-312-1264;117.74;Socket
5120-01-312-1265;155.12;Socket
5120-01-312-1266;54.29;Socket
5120-01-312-1267;67.87;Socket
5120-01-312-1268;395.56;Socket
5120-01-312-1270;14.63;Screwdriver Socket Wrench Attachment
5120-01-312-5842;643.63;Torque Reaction Bar
5120-01-313-4096;4.11;Inspection Mirror
5120-01-313-4097;5.79;Inspection Mirror
5120-01-316-4995;0.38;Windshield Setting Tool
5120-01-317-2447;11.49;Vise Grip Pliers (Long Nose)
5120-01-317-2454;62.81;Screwdriver Bit Socket Set (Torx Tip)
5120-01-330-3822;0.46;Electrical Contact Tool (Installing and Removing)
5120-01-332-9954;126.22;Shovel (Snow)
5120-01-333-9798;61.15;Spanner Wrench
5120-01-333-9857;2.81;Machinist's Scriber
5120-01-334-9862;20.47;Miniature Pick Set
5120-01-335-0317;5.34;Socket (Regular Length)
5120-01-335-0349;8.95;Nut Driver (Conventional)
5120-01-335-0695;6.95;Socket Wrench Size Adapter
5120-01-335-0696;7.99;Socket Wrench Size Adapter
5120-01-335-0701;7.89;Socket Wrench Size Adapter
5120-01-335-0702;3.34;Socket Wrench Size Adapter
5120-01-335-0704;17.35;Spanner Wrench
5120-01-335-0708;38.77;Spanner Wrench
5120-01-335-0713;23.62;Socket Wrench (Breaker Bar)
5120-01-335-0714;47.09;Socket Wrench (Breaker Bar)
5120-01-335-0716;48.36;Speeder Handle (Brace)
5120-01-335-0717;48.71;Socket Wrench (Reversible Ratchet)
5120-01-335-0719;36.04;Socket Wrench (Reversible Ratchet)
5120-01-335-0721;18.87;Socket Wrench (Reversible Ratchet)
5120-01-335-0748;11.14;Socket Wrench Handle (Spin-Type)
5120-01-335-0758;31.11;Speeder Handle (Brace)
5120-01-335-0759;17.35;Socket Wrench (Breaker Bar)
5120-01-335-0766;20.55;Socket Wrench (Reversible Ratchet)
5120-01-335-0776;6.75;Socket (Regular Length)
5120-01-335-0777;6.75;Socket (Regular Length)
5120-01-335-0779;3.07;Socket (Regular Length)
5120-01-335-0796;6.92;Socket (Regular Length)
5120-01-335-0800;7.56;Socket (Regular Length)
5120-01-335-0801;8.26;Socket (Regular Length)
5120-01-335-0803;8.9;Socket (Regular Length)
5120-01-335-0805;10.76;Socket (Regular Length)
5120-01-335-0812;10.95;Socket (Long Length)
5120-01-335-0819;20.67;Socket (Long Length)
5120-01-335-0820;12.4;Socket (Long Length)
5120-01-335-0823;24.13;Socket (Long Length)
5120-01-335-0843;10.95;Socket (Long Length)
5120-01-335-0849;12.23;Socket (Long Length)
5120-01-335-0853;8.47;Socket (Long Length)
5120-01-335-0863;13.88;Socket (Universal Joint)
5120-01-335-0872;5.77;Socket (Regular Length)
5120-01-335-0873;5.87;Socket (Regular Length)
5120-01-335-0875;6.66;Socket (Regular Length)
5120-01-335-0880;3.39;Socket (Long Length)
5120-01-335-0882;7.06;Socket (Long Length)
5120-01-335-0883;7.39;Socket (Long Length)
5120-01-335-0886;9.19;Socket (Long Length)
5120-01-335-0898;10.28;Socket (Long Length)
5120-01-335-0904;2.36;Socket (Long Length)
5120-01-335-0905;7.09;Socket (Long Length)
5120-01-335-0906;7.06;Socket (Long Length)
5120-01-335-0907;7.56;Socket (Long Length)
5120-01-335-0909;7.88;Socket (Long Length)
5120-01-335-0911;9.35;Socket (Long Length)
5120-01-335-0916;5.24;Socket (Regular Length)
5120-01-335-0917;5.33;Socket (Regular Length)
5120-01-335-0918;5.34;Socket (Regular Length)
5120-01-335-0919;5.54;Socket (Regular Length)
5120-01-335-0920;2.33;Socket (Regular Length)
5120-01-335-0929;4.68;Socket (Regular Length)
5120-01-335-0930;4.68;Socket (Regular Length)
5120-01-335-0931;4.85;Socket (Regular Length)
5120-01-335-0933;4.54;Socket (Regular Length)
5120-01-335-0934;5.01;Socket (Regular Length)
5120-01-335-0941;2.1;Socket (Regular Length)
5120-01-335-0942;2.79;Socket (Regular Length)
5120-01-335-0943;4.39;Socket (Regular Length)
5120-01-335-0945;4.58;Socket (Regular Length)
5120-01-335-0946;4.7;Socket (Regular Length)
5120-01-335-0947;4.79;Socket (Regular Length)
5120-01-335-0951;7.03;Socket (Long Length)
5120-01-335-0956;7.03;Socket (Long Length)
5120-01-335-0962;4.54;Socket (Regular Length)
5120-01-335-0963;4.79;Socket (Regular Length)
5120-01-335-0968;4.81;Socket (Long Length)
5120-01-335-0969;6.76;Socket (Long Length)
5120-01-335-0970;6.84;Socket (Long Length)
5120-01-335-0985;31.39;Socket (Universal Joint)
5120-01-335-0986;32.86;Socket (Universal Joint)
5120-01-335-0987;34.75;Socket (Universal Joint)
5120-01-335-1030;11.37;Pipe Wrench (Movable Jaw)
5120-01-335-1031;18.05;Pipe Wrench (Movable Jaw)
5120-01-335-1033;29.3;Pipe Wrench (Movable Jaw)
5120-01-335-1034;47.56;Pipe Wrench (Movable Jaw)
5120-01-335-1043;24.19;Universal Joint
5120-01-335-1044;3.32;Universal Joint
5120-01-335-1048;19.28;Universal Joint
5120-01-335-1049;10.84;Socket Extension (Solid Shank)
5120-01-335-1050;13.62;Socket Extension (Solid Shank)
5120-01-335-1052;14.64;Socket Extension (Solid Shank)
5120-01-335-1053;36.44;Socket Extension (Solid Shank)
5120-01-335-1054;41.02;Socket Extension (Solid Shank)
5120-01-335-1056;6.15;Socket Extension (Solid Shank)
5120-01-335-1057;8.76;Socket Extension (Solid Shank)
5120-01-335-1058;7.88;Socket Extension (Solid Shank)
5120-01-335-1059;10.83;Socket Extension (Solid Shank)
5120-01-335-1060;13.53;Socket Extension (Solid Shank)
5120-01-335-1061;15.83;Socket Extension (Solid Shank)
5120-01-335-1063;26.25;Socket Extension (Solid Shank)
5120-01-335-1070;3.51;Socket Extension (Solid Shank)
5120-01-335-1071;7.21;Socket Extension (Solid Shank)
5120-01-335-1072;1.79;Socket Extension (Solid Shank)
5120-01-335-1073;13.66;Socket Extension (Solid Shank)
5120-01-335-1074;15.11;Socket Extension (Solid Shank)
5120-01-335-1082;23.46;Socket Wrench (Ratchet Adapter)
5120-01-335-1089;10.26;Crowfoot Wrench (Open End)
5120-01-335-1090;10.51;Crowfoot Wrench (Open End)
5120-01-335-1091;10.63;Crowfoot Wrench (Open End)
5120-01-335-1102;28.63;Crowfoot Wrench (Open End)
5120-01-335-1103;28.15;Crowfoot Wrench (Open End)
5120-01-335-1120;21.51;Crowfoot Wrench (Open End)
5120-01-335-1121;35.78;Crowfoot Wrench (Open End)
5120-01-335-1123;37.85;Crowfoot Wrench (Open End)
5120-01-335-1124;40.53;Crowfoot Wrench (Open End)
5120-01-335-1125;41.79;Crowfoot Wrench (Open End)
5120-01-335-1126;50.17;Crowfoot Wrench (Open End)
5120-01-335-1128;32.58;Crowfoot Wrench (Open End)
5120-01-335-1129;33.38;Crowfoot Wrench (Open End)
5120-01-335-1131;54.16;Crowfoot Wrench (Open End)
5120-01-335-1135;29.24;Crowfoot Wrench (Open End)
5120-01-335-1136;29.77;Crowfoot Wrench (Open End)
5120-01-335-1138;30.07;Crowfoot Wrench (Open End)
5120-01-335-1141;30.03;Crowfoot Wrench (Open End)
5120-01-335-1142;30.75;Crowfoot Wrench (Open End)
5120-01-335-1149;6.46;Crowfoot Wrench (Open End)
5120-01-335-1150;7.79;Crowfoot Wrench (Open End)
5120-01-335-1151;7.88;Crowfoot Wrench (Open End)
5120-01-335-1152;25.65;Crowfoot Wrench (Open End)
5120-01-335-1153;7.97;Crowfoot Wrench (Open End)
5120-01-335-1154;8.59;Crowfoot Wrench (Open End)
5120-01-335-1155;8.7;Crowfoot Wrench (Open End)
5120-01-335-1156;9.67;Crowfoot Wrench (Open End)
5120-01-335-1158;3.69;Crowfoot Wrench (Flare Nut)
5120-01-335-1159;3.69;Crowfoot Wrench (Flare Nut)
5120-01-335-1181;10.44;Open End Wrench (Double Head)
5120-01-335-1189;13.5;Open End Wrench (Double Head)
5120-01-335-1191;15.11;Open End Wrench (Double Head)
5120-01-335-1203;8.85;Open End Wrench (Double Head)
5120-01-335-1205;13.14;Open End Wrench (Double Head)
5120-01-335-1210;15.88;Open End Wrench (Angle Style)
5120-01-335-1215;24.72;Open End Wrench (Double Head)
